CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,PURCHASES_CREDIT_RATIO,PAYMENT_CREDIT_RATIO,BALANCE_CREDIT_RATIO,CASH_ADVANCE_CREDIT_RATIO,PURCHASE_PAYMENT_RATIO,SOM_CLUSTER
C10011,1293.124939,1.0,920.12,0.0,920.12,0.0,1.0,0.0,1.0,0.0,0,12,1200.0,1083.301007,1715.4972705,0.0,12,0.766766666660277,0.9027508391591439,1.0776041158243534,0.0,0.8493668833001522,4
C10012,630.794744,0.818182,1492.18,1443.5124999999998,0.0,0.0,0.25,0.25,0.0,0.0,0,6,2000.0,705.618627,155.549069,0.0,12,0.7460899999962696,0.35280931349823597,0.31539737199842305,0.0,2.1147117477935473,4
C10013,1516.92862,1.0,2715.8725000000004,1443.5124999999998,717.76,0.0,1.0,0.25,0.916667,0.0,0,26,3000.0,608.263689,490.207013,0.25,12,0.8273629669513277,0.20275456299932415,0.5056428733316478,0.0,2.63978370164965,2
C10014,921.693369,1.0,2137.93,419.96,1171.59375,0.0,0.75,0.166667,0.75,0.0,0,26,7500.0,1655.891435,251.137986,0.083333,12,0.28505733333295324,0.2207855246663723,0.12289244919983613,0.0,1.291105174408423,4
C10015,2772.772734,1.0,0.0,0.0,0.0,346.81139,0.0,0.0,0.0,0.083333,1,0,3000.0,805.647974,989.962866,0.0,12,0.0,0.2685493246657715,0.9242575779969192,0.11560379666628133,0.0,1
C10016,4942.9272155,1.0,1611.7,0.0,1171.59375,2301.491267,0.5,0.0,0.5,0.166667,4,11,8000.0,1993.439277,1715.4972705,0.0,12,0.2014624999997482,0.24917990962468853,0.860776653873924,0.2876864083746404,0.8085021794179864,3
C10017,2072.074354,0.875,0.0,0.0,0.0,2784.274703,0.0,0.0,0.0,0.25,3,0,3000.0,391.974562,376.579631,0.0,12,0.0,0.1306581873328978,0.690691451331031,0.8822145372865206,0.0,3
C10018,41.089489,0.7222225000000001,519.0,0.0,519.0,0.0,0.416667,0.0,0.333333,0.0,0,8,2500.0,254.590662,73.203221,0.25,12,0.20759999999916962,0.10183626479959267,0.016435795599934258,0.0,2.0385665204783288,4
C10019,1989.072228,1.0,504.35,166.0,338.35,0.0,0.666667,0.083333,0.583333,0.0,0,9,13000.0,1720.837373,744.613395,0.0,12,0.038796153846124004,0.1323721056152828,0.1530055559998823,0.0,0.29308405774440904,4
C10020,3577.970933,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,1053.980464,1715.4972705,0.0,12,0.09965999999975085,0.2634951159993413,0.8944927332477638,0.0,0.3782233291908699,4
C10021,2016.684686,1.0,176.68,0.0,176.68,0.0,0.666667,0.0,0.666667,0.0,0,8,2000.0,223.0686,1715.4972705,0.0,12,0.08833999999955831,0.11153429999944234,1.0083423429949583,0.0,0.7920433444782438,4
C10022,4942.9272155,1.0,2715.8725000000004,1443.5124999999998,449.91,229.028245,1.0,0.75,1.0,0.333333,6,41,11250.0,2077.959051,1659.775075,0.0,12,0.5653288888883863,0.1847074711998358,0.5661805615994967,0.020358066222204124,2.63978370164965,2
C10023,132.34224,0.7222225000000001,815.9,0.0,815.9,0.0,1.0,0.0,1.0,0.0,0,17,1800.0,2359.629958,86.329554,0.0,12,0.45327777777525957,1.2086872341664008,0.07352346666625821,0.0,0.34577455555280856,4
C10024,3800.151377,0.818182,2715.8725000000004,1443.5124999999998,793.79,2784.5528481250003,1.0,0.083333,0.916667,0.333333,10,13,9000.0,4177.921542875,1425.426525,0.0,12,0.47203888888836437,1.053227093554385,0.4222390418884197,0.8822145372865206,0.4481833896760574,3
C10025,4942.9272155,1.0,0.0,0.0,0.0,798.949863,0.0,0.0,0.0,0.363636,4,0,6000.0,1422.726707,1657.002877,0.0,12,0.0,0.23712111783293813,0.8947618698318421,0.13315831049977808,0.0,1
C10026,169.781679,1.0,399.6,0.0,399.6,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,215.306142,163.005536,0.0,12,0.133199999999556,0.07176871399976077,0.05659389299981135,0.0,1.8559619166899586,4
C10027,1615.96724,1.0,102.0,102.0,0.0,244.840485,0.166667,0.166667,0.0,0.25,5,2,1700.0,890.178845,971.183209,0.0,12,0.059999999999647065,0.5236346147028021,0.9505689647002908,0.14402381470503517,0.1145837160383812,1
C10028,125.694817,1.0,233.28,0.0,233.28,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,207.773715,164.748819,0.0,12,0.2332799999976672,0.20777371499792227,0.12569481699874305,0.0,1.122759921719513,4
C10029,4942.9272155,1.0,387.05,204.55,182.5,2236.145259,0.666667,0.166667,0.416667,0.555555,10,8,10500.0,1601.448347,1648.851345,0.0,12,0.03686190476186965,0.15251889019033094,0.6812251782850655,0.2129662151426543,0.24168747042178762,3
C10030,22.06349,1.0,100.0,0.0,100.0,0.0,0.416667,0.0,0.416667,0.0,0,5,6900.0,160.767773,159.684442,0.0,12,0.014492753623167402,0.023299677246343044,0.0031976072463721777,0.0,0.6220152094398909,1
C10031,4942.9272155,1.0,2715.8725000000004,1013.2,1171.59375,2784.5528481250003,1.0,0.166667,1.0,0.5,10,41,13000.0,4177.921542875,1715.4972705,0.0,12,0.23369307692289717,0.325409499307442,0.9335553815377434,0.24489102315365777,0.7181507528812336,2
C10032,1162.273324,1.0,1347.71,400.0,947.71,175.815755,1.0,0.083333,1.0,0.166667,2,41,6000.0,645.998299,256.848991,0.0,12,0.22461833333295897,0.10766638316648722,0.1937122206663438,0.029302625833284496,2.086243883405547,4
C10033,4942.9272155,1.0,324.95,324.95,0.0,1189.533753,0.083333,0.083333,0.0,0.166667,3,3,10500.0,1720.118876,1715.4972705,0.0,12,0.03094761904758957,0.1638208453331773,0.6412212441898655,0.11328892885703495,0.18891136219245286,3
C10034,125.660453,1.0,636.79,636.79,0.0,0.0,0.916667,0.75,0.0,0.0,0,11,1200.0,423.449696,196.301885,0.3,12,0.5306583333289112,0.3528747466637261,0.10471704416579404,0.0,1.5038149891243795,4
C10035,3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0,14,11000.0,4177.921542875,1715.4972705,0.0,12,0.04975272727268204,0.7941461668174599,0.31973651054516383,0.0,0.06264933251772667,2
C10036,1656.350781,1.0,0.0,0.0,0.0,99.264367,0.0,0.0,0.0,0.083333,1,0,1800.0,351.500199,634.569311,0.0,12,0.0,0.19527788833224846,0.9201948783282212,0.05514687055524918,0.0,1
C10037,4942.9272155,1.0,0.0,0.0,0.0,2784.5528481250003,0.0,0.0,0.0,0.555555,10,0,9000.0,1636.361601,1715.4972705,0.0,12,0.0,0.18181795566646464,0.8252307712213053,0.8822145372865206,0.0,3
C10038,4047.480828,1.0,2380.55,1443.5124999999998,738.38,1697.660901,0.75,0.5,0.75,0.333333,7,41,5000.0,1617.894416,1541.141605,0.0,12,0.47610999999904785,0.32357888319935285,0.8094961655983811,0.3395321801993209,1.4713877348503601,2
C10039,4942.9272155,1.0,204.0,204.0,0.0,2784.5528481250003,0.083333,0.083333,0.0,0.333333,10,2,9000.0,1237.111661,1715.4972705,0.0,12,0.02266666666664148,0.13745685122206946,0.696602015999226,0.3250777624440832,0.16490023207238286,3
C10040,1411.60223,0.7222225000000001,963.24,963.24,0.0,2784.5528481250003,0.083333,0.083333,0.0,0.333333,6,6,7500.0,4177.921542875,719.948985,0.333333,12,0.12843199999982877,1.2086872341664008,0.18821363066641572,0.8231577169322358,0.047991449331103705,3
C10041,663.44781,0.727273,0.0,0.0,0.0,2784.5528481250003,0.0,0.0,0.0,0.25,3,0,1800.0,3067.05783,283.333445,0.166667,12,0.0,1.2086872341664008,0.368582116664619,0.8822145372865206,0.0,3
C10043,784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,10,27,3000.0,1262.309666,363.142736,0.111111,12,0.5088633333316371,0.42076988866526416,0.2616299206657946,0.7294732023309017,1.209362521024937,3
C10044,4104.710798,1.0,203.82,203.82,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,868.275275,1715.4972705,0.0,12,0.04529333333323268,0.19295006111068233,0.9121579551090842,0.0,0.23474122305008926,1
C10045,1360.742377,1.0,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0,0.083333,1,0,1500.0,378.294227,321.354137,0.0,12,0.0,0.252196151331652,0.907161584660619,0.8822145372865206,0.0,3
C10046,4942.9272155,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0,20,8500.0,1430.341501,1318.71492,0.0,12,0.17946352941155355,0.16827547070568438,0.6254053639992642,0.0,1.066486569062597,2
C10047,2242.311686,1.0,437.0,97.0,340.0,184.648692,0.333333,0.083333,0.333333,0.166667,2,5,2400.0,0.0,312.343947,0.0,12,0.18208333333257465,0.0,0.9342965358294405,0.07693695499967944,2.63978370164965,1
C10048,474.447149,0.7222225000000001,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25,0.125,1,3,1700.0,176.013005,147.199792,0.0,12,0.06455294117609087,0.10353706176409684,0.27908655823365247,0.5962703247023748,0.6234766572718035,1
C10049,3910.111237,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7,0,4200.0,0.0,312.343947,0.0,12,0.0,0.0,0.9309788659501643,0.47163647642744855,0.0,3
C10050,229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0,41,3300.0,2543.953559,175.657825,0.35714250000000003,12,0.7244242424220472,0.7708950178764519,0.06965672090887982,0.0,0.9397184125209901,2
C10051,863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2,3,4000.0,587.866451,286.448719,0.083333,12,0.12687499999968282,0.14696661274963257,0.21595245824946013,0.17377428974956557,0.8632913123857906,1
C10052,4931.331857,1.0,901.42,646.07,255.35,2784.5528481250003,0.625,0.375,0.25,0.555555,10,9,12000.0,4177.921542875,1012.415961,0.0,12,0.07511833333327073,0.6761081121661032,0.4109443214163242,0.7108873844994075,0.1111040260891344,3
C10053,1078.888565,1.0,2715.8725000000004,1443.5124999999998,886.11,0.0,0.666667,0.583333,0.5,0.0,0,18,2500.0,1399.82834,1322.446601,0.0,12,0.8273629669513277,0.5599313359977603,0.4315554259982738,0.0,2.2201650810825835,4
C10054,1565.681099,1.0,0.0,0.0,0.0,321.359135,0.0,0.0,0.0,0.25,3,0,3500.0,691.825279,581.481917,0.0,12,0.0,0.1976643654280067,0.44733745685586473,0.09181689571402338,0.0,1
C10055,464.674156,0.888889,1979.22,1443.5124999999998,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1,11,3000.0,3110.052742,132.446091,0.2,12,0.6597399999978009,1.0366842473298776,0.15489138533281702,0.660421834331132,0.6363943521809369,4
C10056,6.660517,0.7222225000000001,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0,8,1000.0,417.016763,312.343947,0.0,12,0.3099999999969,0.41701676299582985,0.006660516999933395,0.0,0.7433753927838297,4
C10057,1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0,6,6000.0,0.0,312.343947,0.0,12,0.2139833333329767,0.0,0.21866599733296888,0.0,2.63978370164965,1
C10058,3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5,4,4000.0,0.0,312.343947,0.0,12,0.07831749999980421,0.0,0.9063045364977343,0.1671171857495822,2.63978370164965,1
C10059,2386.330629,1.0,2715.8725000000004,1443.5124999999998,428.53,0.0,0.916667,0.75,0.5,0.0,0,41,7500.0,4177.921542875,1311.514878,0.083333,12,0.6956826666657391,0.7571639483989905,0.31817741719957576,0.0,0.9188005690650254,2
C10060,3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3,0,4000.0,764.938728,1600.212243,0.0,12,0.0,0.1912346819995219,0.9927846912475181,0.05614387924985964,0.0,1
C10061,4942.9272155,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4,6,6000.0,2110.557023,1715.4972705,0.0,12,0.03816666666660306,0.35175950383274707,0.9156506766651406,0.1617652219997304,0.10850216199011223,3
C10062,1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6500.0,3509.686561,548.105836,0.0,12,0.017384615384588638,0.5399517786145539,0.28909446661493987,0.0,0.032196607313982314,1
C10063,1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,338.083661,837.215674,0.0,12,0.04137499999974141,0.21130228812367938,0.9723710631189227,0.0,0.19580952182732636,1
C10064,809.582978,0.909091,0.0,0.0,0.0,2784.5528481250003,0.0,0.0,0.0,0.545455,7,0,4150.0,4177.921542875,241.645387,0.090909,12,0.0,1.0535297946962567,0.19508023566218055,0.8822145372865206,0.0,3
C10065,7.152356,0.7222225000000001,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,0.0,312.343947,0.0,12,0.5249999999967188,0.0,0.004470222499972061,0.0,2.63978370164965,1
C10067,1923.886805,1.0,1887.64,0.0,1171.59375,1605.949371,1.0,0.0,1.0,0.083333,4,41,1850.0,3688.045998,1715.4972705,0.083333,12,0.8273629669513277,1.2086872341664008,1.0399388135078924,0.8680807410763888,0.511826588122419,2
C10068,1758.059987,1.0,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0,11,1800.0,777.451648,897.905444,0.0,12,0.2290722222209496,0.4319175822198227,0.9766999927723518,0.0,0.5303609569230682,1
C10069,809.847455,0.875,0.0,0.0,0.0,908.423608,0.0,0.0,0.0,0.125,1,0,1500.0,146.074769,179.412493,0.0,12,0.0,0.09738317933268412,0.539898303329734,0.6056157386626292,0.0,1
C10070,1576.305029,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6,0,2500.0,540.022225,352.883804,0.0,12,0.0,0.216008889999136,0.630522011597478,0.15316341879938736,0.0,1
C10071,3990.523579,1.0,263.5,190.6,72.9,0.0,0.666667,0.083333,0.583333,0.0,0,8,6000.0,4177.921542875,1001.607366,0.083333,12,0.043916666666593475,1.1461393674980898,0.6650872631655582,0.0,0.03831703884528057,4
C10072,1699.435486,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1700.0,1623.816348,923.505868,0.0,12,0.8021705882305755,0.9551860870532048,0.9996679329352962,0.0,0.8398055615533204,4
C10073,4942.9272155,1.0,419.1,0.0,419.1,625.399386,0.916667,0.0,0.833333,0.333333,4,11,6250.0,1288.214909,1715.4972705,0.0,12,0.06705599999989272,0.20611438543967023,0.8780293958385952,0.10006390175983991,0.3253339152254344,3
C10074,2990.422186,0.909091,2715.8725000000004,1443.5124999999998,1171.59375,2784.5528481250003,0.666667,0.5,0.583333,0.555555,10,33,7000.0,4177.921542875,1107.030803,0.35714250000000003,12,0.6461814285705055,1.2086872341664008,0.4272031694279611,0.8822145372865206,0.16021389692035787,2
C10075,656.01301,1.0,0.0,0.0,0.0,1474.349901,0.0,0.0,0.0,0.125,3,0,7000.0,910.457985,140.983193,0.25,12,0.0,0.13006542642838562,0.09371614428558041,0.21062141442827054,0.0,1
C10077,1808.972419,1.0,713.9,503.08,210.82,0.0,0.5,0.1,0.4,0.0,0,8,2250.0,889.017418,622.757696,0.0,12,0.31728888888747875,0.3951188524426884,0.8039877417742045,0.0,0.8030213869127699,4
C10078,532.334517,0.909091,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818,0.0,0,7,6000.0,1305.177304,175.510344,0.0,12,0.13198999999978003,0.21752955066630414,0.08872241949985213,0.0,0.6067681360738192,1
C10079,4942.9272155,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0,14,6000.0,1990.044998,1715.4972705,0.0,12,0.09364499999984392,0.3316741663327806,0.9767389373317055,0.0,0.2823403493699174,2
C10080,1727.638449,1.0,606.11,606.11,0.0,0.0,1.0,0.75,0.0,0.0,0,17,11000.0,2959.920544,623.656993,0.0,12,0.055100909090859,0.2690836858179372,0.15705804081803904,0.0,0.20477238864623803,4
C10081,578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0,8,1500.0,1438.910569,190.186542,0.0,12,0.21333333333191112,0.9592737126602715,0.38587311933076085,0.0,0.22239047157751202,4
C10082,1205.716678,1.0,0.0,0.0,0.0,38.325801,0.0,0.0,0.0,0.083333,1,0,1200.0,29.278671,1715.4972705,0.0,12,0.0,0.024398892499796678,1.0047638983249605,0.03193816749973385,0.0,1
C10083,4942.9272155,1.0,388.66,388.66,0.0,2784.5528481250003,0.583333,0.583333,0.0,0.416667,7,7,7000.0,1624.583114,1715.4972705,0.0,12,0.055522857142777826,0.23208330199966845,0.9419743777129401,0.6602763685704853,0.2392367596636288,3
C10084,17.357563,0.909091,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333,0.0,0,13,5000.0,357.802082,121.523416,0.181818,12,0.04896999999990206,0.07156041639985687,0.003471512599993057,0.0,0.6843168676507501,4
C10085,81.584711,0.7222225000000001,0.0,0.0,0.0,2784.5528481250003,0.0,0.0,0.0,0.166667,5,0,9500.0,116.569033,164.692136,0.0,12,0.0,0.012270424526302873,0.008587864315780434,0.31424210589440604,0.0,1
C10086,3.78631,0.7222225000000001,133.05,28.2,104.85,0.0,0.416667,0.166667,0.25,0.0,0,5,12000.0,210.053432,99.533735,0.35714250000000003,12,0.011087499999990761,0.017504452666652077,0.00031552583333307034,0.0,0.6334102648399761,4
C10087,42.46443,0.7222225000000001,396.0,0.0,396.0,0.0,0.5,0.0,0.416667,0.0,0,12,1200.0,725.606194,140.809454,0.35714250000000003,12,0.32999999999725005,0.6046718283282945,0.03538702499970511,0.0,0.5457505783013513,4
C10088,1935.362486,1.0,2715.8725000000004,1443.5124999999998,400.26,293.844792,1.0,0.75,0.333333,0.083333,1,41,9000.0,4177.921542875,594.756686,0.0,12,0.5461777777771709,0.5467852107771701,0.21504027622198327,0.032649421333297055,0.9988890829723691,2
C10089,134.917202,1.0,1247.8,1247.8,0.0,0.0,1.0,0.75,0.0,0.0,0,22,13850.0,1275.229436,171.357189,0.35714250000000003,12,0.07562424242419659,0.07728663248480165,0.008176800121207166,0.0,0.9784905874696379,4
C10090,4942.9272155,1.0,1603.78,1443.5124999999998,158.64,2784.5528481250003,1.0,0.75,1.0,0.555555,10,23,11000.0,4177.921542875,1715.4972705,0.0,12,0.14579818181804927,0.41726126336325703,0.642722762363052,0.5114549132722622,0.34941700708700446,2
C10092,4942.9272155,1.0,2258.01,1318.78,939.23,2784.5528481250003,1.0,0.75,1.0,0.555555,10,41,13500.0,3021.575846,1715.4972705,0.0,12,0.16725999999987612,0.22382043303687124,0.6060186022958474,0.3889799210367489,0.7472954892003486,2
C10093,4037.305658,1.0,45.0,45.0,0.0,104.238064,0.083333,0.083333,0.0,0.083333,1,1,4500.0,1073.844885,968.941265,0.0,12,0.009999999999977778,0.2386321966661364,0.8971790351091175,0.023164014222170747,0.041905493640807305,1
C10094,4942.9272155,1.0,0.0,0.0,0.0,2717.253917,0.0,0.0,0.0,0.416667,10,0,6500.0,1502.205631,1715.4972705,0.0,12,0.0,0.23110855861502907,0.9400408098447076,0.418039064153203,0.0,3
C10095,4942.9272155,1.0,2715.8725000000004,1147.83,1171.59375,370.737197,1.0,0.25,0.916667,0.083333,1,41,9000.0,4177.921542875,1715.4972705,0.0,12,0.5666744444438148,0.7121662605547642,1.0423616771099529,0.041193021888843113,0.7957052669154838,2
C10096,1977.00709,1.0,1032.04,226.9,805.14,2784.5528481250003,0.909091,0.090909,0.818182,0.545455,10,17,4000.0,3056.424974,910.707525,0.090909,12,0.258009999999355,0.7641062434980898,0.4942517724987644,0.8822145372865206,0.33766246800619926,3
C10097,1321.47608,1.0,45.65,45.65,0.0,495.657934,0.083333,0.083333,0.0,0.083333,1,1,1800.0,440.840439,312.560636,0.0,12,0.025361111110970218,0.2449113549986394,0.7341533777736992,0.2753655188873591,0.10355220610549405,1
C10098,1307.717841,1.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,2400.0,0.0,312.343947,0.0,12,0.16899999999929585,0.0,0.5448824337477296,0.0,2.63978370164965,1
C10099,2329.485768,1.0,213.34,213.34,0.0,0.0,0.25,0.25,0.0,0.0,0,3,2400.0,0.0,312.343947,0.0,12,0.08889166666629629,0.0,0.9706190699959558,0.0,2.63978370164965,1
C10100,1139.782882,1.0,0.0,0.0,0.0,120.612912,0.0,0.0,0.0,0.083333,1,0,1200.0,151.823651,1715.4972705,0.0,12,0.0,0.12651970916561237,0.9498190683254182,0.10051075999916241,0.0,1
C10101,1619.955708,1.0,739.44,739.44,0.0,0.0,0.666667,0.666667,0.0,0.0,0,11,6000.0,417.128532,389.138517,0.0,12,0.12323999999979461,0.06952142199988413,0.26999261799955,0.0,1.7726910130958702,4
C10102,3505.671311,1.0,0.0,0.0,0.0,1713.984305,0.0,0.0,0.0,0.5,6,0,4000.0,0.0,312.343947,0.0,12,0.0,0.0,0.876417827747809,0.42849607624892877,0.0,3
C10103,4.708041,0.7222225000000001,79.0,0.0,79.0,0.0,0.25,0.0,0.166667,0.0,0,3,7000.0,217.820198,121.781205,0.35714250000000003,12,0.011285714285698164,0.03111717114281269,0.0006725772857133249,0.0,0.3626844559032728,4
C10104,0.0,0.7222225000000001,0.0,0.0,0.0,89.849004,0.0,0.0,0.0,0.142857,1,0,3000.0,138.021428,312.343947,0.0,12,0.0,0.046007142666513304,0.0,0.029949667999900165,0.0,1
C10105,4.875885,0.7222225000000001,20.0,20.0,0.0,0.0,0.111111,0.111111,0.0,0.0,0,1,1500.0,26.487919,60.913577,0.0,12,0.013333333333244445,0.017658612666548945,0.0032505899999783297,0.0,0.7550612032772143,1
C10106,23.394411,0.7222225000000001,1346.28,0.0,1171.59375,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,712.149153,54.79166,0.0,12,0.6731399999966343,0.3560745764982196,0.011697205499941516,0.0,1.8904466772301218,4
C10107,3539.801912,1.0,2715.8725000000004,1443.5124999999998,1171.59375,0.0,0.916667,0.75,0.833333,0.0,0,41,5700.0,4177.921542875,1715.4972705,0.083333,12,0.49540350877106076,1.2086872341664008,0.6210178792971561,0.0,0.30784532328944403,2
C10108,0.62424,0.7222225000000001,389.96,0.0,389.96,0.0,1.0,0.0,1.0,0.0,0,31,4500.0,0.0,312.343947,0.0,12,0.0866577777775852,0.0,0.00013871999999969173,0.0,2.63978370164965,4
C10109,862.07238,1.0,0.0,0.0,0.0,920.309805,0.0,0.0,0.0,0.083333,1,0,4000.0,2236.890255,214.828158,0.083333,12,0.0,0.5592225637486019,0.2155180949994612,0.2300774512494248,0.0,1
C10110,2441.542991,1.0,808.0,808.0,0.0,959.857263,0.25,0.25,0.0,0.333333,6,4,4000.0,532.741699,1026.976,0.0,12,0.201999999999495,0.13318542474966705,0.610385747748474,0.23996431574940008,1.5166824776463257,3
C10111,408.656365,1.0,941.64,0.0,941.64,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,1097.78942,176.610605,0.083333,12,0.37665599999849336,0.4391157679982436,0.16346254599934615,0.0,0.8577601339894699,4
C10112,4942.9272155,1.0,0.0,0.0,0.0,2784.5528481250003,0.0,0.0,0.0,0.555555,10,0,8000.0,1241.538024,1439.230899,0.0,12,0.0,0.15519225299980602,0.6233001004992209,0.6799334453741501,0.0,3
C10113,1246.624558,1.0,423.7,177.64,246.06,412.399058,0.666667,0.166667,0.5,0.083333,2,10,2000.0,577.050373,498.365419,0.0,12,0.21184999999894075,0.2885251864985574,0.6233122789968835,0.20619952899896904,0.7342513233115221,4
C10114,4942.9272155,1.0,2715.8725000000004,1443.5124999999998,1171.59375,2784.5528481250003,1.0,0.75,1.0,0.555555,10,41,9000.0,4177.921542875,1715.4972705,0.083333,12,0.4976388888883359,1.2064381344431039,0.7382446278880685,0.8006134227768882,0.4124860402540156,2
C10115,156.216753,0.818182,1354.86,585.63,769.23,0.0,0.916667,0.333333,0.833333,0.0,0,34,5500.0,858.976682,108.319927,0.0,12,0.24633818181773393,0.1561775785451706,0.028403045999948362,0.0,1.577295435808148,4
